type_heater,number_of_bathrooms,number_of_bedrooms,number_of_rooms,number_stories,general_construction,taxable_land,street_code,view_type,basements,category_code,street_code,taxable_land,exterior_condition,garage_spaces,interior_condition,parcel_shape,total_area,total_livable_area,year_built,zip_code,lat,lng,market_value
A,1.0,3.0,6.0,2.0,A ,17260.0,78960.0,I,C,1,78960.0,17260.0,4.0,0.0,4.0,E,5320.0,1320.0,1951.0,19142,39.92051937724137,75.24605214551187,86300.0
A,2.0,4.0,10.0,2.0,A ,38180.0,30920.0,I,H,2,30920.0,38180.0,4.0,2.0,4.0,E,2543.0,1320.0,1950.0,19150,40.08258786190915,75.17364964234952,190900.0
A,2.0,4.0,8.0,2.0,A ,56800.0,38380.0,C,H,2,38380.0,56800.0,4.0,2.0,4.0,B,4053.0,1680.0,1970.0,19128,40.035458802187975,75.21166536428832,284000.0
A,2.0,3.0,6.0,2.0,A ,45160.0,73060.0,I,E,1,73060.0,45160.0,4.0,1.0,4.0,E,2472.0,1474.0,1950.0,19150,40.06585039789123,75.1729983637602,225800.0
B,1.0,3.0,6.0,2.0,A ,22040.0,16280.0,I,F,1,16280.0,22040.0,5.0,1.0,5.0,E,1440.0,1376.0,1925.0,19150,40.07449404528594,75.16397380518436,110200.0
B,3.0,5.0,10.0,2.0,E ,107000.0,65640.0,I,D,1,65640.0,107000.0,4.0,0.0,3.0,E,3600.0,1506.0,1900.0,19144,40.02933887050713,75.18419919198637,535000.0
A,1.0,3.0,6.0,2.0,A ,44300.0,88040.0,I,C,1,88040.0,44300.0,4.0,0.0,4.0,E,960.0,1224.0,1925.0,19148,39.92730783977931,75.16507379022919,221500.0
A,1.0,3.0,6.0,2.0,A ,45160.0,73060.0,I,H,1,73060.0,45160.0,4.0,1.0,4.0,E,2591.0,1474.0,1950.0,19150,40.06750040989628,75.17208071962442,225800.0
A,2.0,3.0,6.0,2.0,A ,45160.0,73060.0,I,D,1,73060.0,45160.0,4.0,1.0,4.0,E,2545.0,1474.0,1950.0,19150,40.06665694160395,75.17220864868023,225800.0
A,2.0,3.0,6.0,3.0,A ,86000.0,77460.0,I,A,1,77460.0,86000.0,1.0,0.0,1.0,E,630.0,1680.0,2023.0,19146,39.93599130360359,75.17960931208182,430000.0
A,1.0,3.0,7.0,2.0,E ,149180.0,83880.0,I,K,1,83880.0,149180.0,4.0,2.0,4.0,B,5300.0,2539.0,1925.0,19118,40.06998074387428,75.19769327220267,745900.0
A,1.0,3.0,6.0,2.0,A ,59380.0,73700.0,I,A,1,73700.0,59380.0,4.0,0.0,4.0,B,3246.0,1264.0,1948.0,19119,40.06401961598115,75.187755242864,296900.0
A,2.0,4.0,7.0,3.0,A ,86160.0,38460.0,I,D,1,38460.0,86160.0,4.0,1.0,4.0,E,5106.0,3478.0,1900.0,19144,40.03619481041929,75.17931339520347,430800.0
A,2.0,4.0,10.0,2.0,A ,37780.0,79000.0,I,D,2,79000.0,37780.0,4.0,2.0,4.0,E,3017.0,1640.0,1950.0,19150,40.06559518370452,75.16811903112253,188900.0
A,2.0,3.0,6.0,2.0,A ,33640.0,73060.0,I,H,1,73060.0,33640.0,4.0,0.0,4.0,E,1559.0,1066.0,1950.0,19150,40.06852442347589,75.1710666001824,168200.0
G,2.0,4.0,8.0,2.0,A ,67600.0,31280.0,I,H,2,31280.0,67600.0,4.0,2.0,4.0,A,6422.0,2050.0,1955.0,19119,40.04993651251637,75.19643016400559,338200.0
A,1.0,3.0,6.0,2.0,A ,24700.0,57340.0,I,C,1,57340.0,24700.0,4.0,0.0,5.0,E,658.0,980.0,1920.0,19148,39.9210858981777,75.15580247489534,123500.0
B,1.0,3.0,7.0,2.0,J ,57160.0,57420.0,C,G,1,57420.0,57160.0,4.0,0.0,4.0,B,10052.0,1900.0,1940.0,19119,40.04328357599881,75.20796416759816,285800.0
A,2.0,3.0,6.0,2.0,A ,45160.0,73060.0,I,D,1,73060.0,45160.0,5.0,1.0,4.0,E,2553.0,1474.0,1950.0,19150,40.06660656129,75.17225719118896,225800.0
A,2.0,3.0,6.0,2.0,A ,34640.0,33720.0,I,H,1,33720.0,34640.0,4.0,1.0,4.0,E,1603.0,1176.0,1950.0,19150,40.07252365006052,75.16614587113513,173200.0
A,2.0,3.0,6.0,2.0,A ,37180.0,72200.0,I,H,1,72200.0,37180.0,4.0,1.0,4.0,E,1752.0,1110.0,1950.0,19150,40.06656820464888,75.16829729564817,185900.0
G,1.0,4.0,7.0,2.0,A ,81800.0,12140.0,I,F,1,12140.0,81800.0,4.0,2.0,4.0,E,3900.0,1914.0,1927.0,19119,40.06536469664851,75.18732550359971,409000.0
A,2.0,3.0,6.0,2.0,A ,35540.0,15520.0,I,D,1,15520.0,35540.0,5.0,1.0,4.0,E,1610.0,1152.0,1950.0,19150,40.06777400556557,75.16815082976782,177700.0
A,1.0,3.0,6.0,2.0,B ,27500.0,46240.0,I,C,1,46240.0,27500.0,4.0,0.0,4.0,E,960.0,1170.0,1920.0,19148,39.91370075061047,75.15912530518828,137500.0
A,2.0,3.0,6.0,2.0,A ,35620.0,55820.0,I,H,1,55820.0,35620.0,4.0,1.0,4.0,E,1520.0,1248.0,1950.0,19150,40.075687586305975,75.1688695779738,178100.0
B,1.0,3.0,6.0,2.0,A ,35280.0,33720.0,I,H,1,33720.0,35280.0,4.0,1.0,4.0,E,1641.0,1084.0,1945.0,19150,40.07190856792448,75.16385206570124,176400.0
G,1.0,3.0,6.0,2.0,B ,33620.0,55960.0,I,C,1,55960.0,33620.0,5.0,0.0,5.0,E,892.0,1320.0,1905.0,19148,39.9239113070183,75.14832408980098,168100.0
N,2.0,3.0,7.0,3.0,A ,57940.0,68280.0,I,K,2,68280.0,57940.0,4.0,0.0,4.0,E,3386.0,1680.0,1900.0,19128,40.03631211817139,75.218810317261,289700.0
A,1.0,3.0,6.0,2.0,A ,34460.0,22620.0,D,G,1,22620.0,34460.0,5.0,1.0,4.0,E,2051.0,1248.0,1935.0,19150,40.07629224305054,75.16281094159311,172300.0
A,2.0,3.0,6.0,2.0,A ,38380.0,83340.0,I,H,1,83340.0,38380.0,3.0,1.0,4.0,E,1593.0,1274.0,1950.0,19150,40.07586664427869,75.17252878850009,191900.0
A,2.0,3.0,6.0,3.0,A ,69900.0,32580.0,I,C,1,32580.0,69900.0,2.0,0.0,2.0,E,1080.0,1530.0,1925.0,19125,39.97325925775622,75.12911579408784,349900.0
B,1.0,3.0,6.0,2.0,A ,38940.0,39920.0,I,H,1,39920.0,38940.0,4.0,1.0,4.0,E,3850.0,1895.0,1925.0,19138,40.05186858040403,75.16245625133567,194700.0
A,2.0,3.0,6.0,2.0,3 ,77100.0,71486.0,0,K,1,71486.0,77100.0,1.0,0.0,1.0,B,1.0,1492.0,2022.0,19125,39.97173203782207,75.11810287543572,514000.0
A,2.0,3.0,6.0,2.0,A ,30760.0,88090.0,I,H,1,88090.0,30760.0,4.0,1.0,4.0,E,1440.0,1492.0,1925.0,19126,40.05268339797455,75.14531086512396,153800.0
A,1.0,3.0,6.0,2.0,A ,30200.0,73100.0,I,C,1,73100.0,30200.0,5.0,0.0,5.0,E,741.0,838.0,1920.0,19145,39.91453853629816,75.17560676778585,151000.0
A,2.0,3.0,6.0,2.0,J ,54860.0,37720.0,I,H,1,37720.0,54860.0,2.0,1.0,2.0,E,1600.0,1504.0,1965.0,19119,40.05330382736809,75.19041248919727,274300.0
A,1.0,3.0,6.0,2.0,A ,37040.0,88020.0,I,C,1,88020.0,37040.0,4.0,0.0,4.0,E,945.0,1380.0,1940.0,19148,39.9195912782488,75.16554705407188,185200.0
N,2.0,2.0,6.0,3.0,A ,46100.0,74900.0,I,A,2,74900.0,46100.0,3.0,0.0,3.0,E,912.0,1560.0,1925.0,19121,39.97279942979265,75.16136208161255,230800.0
A,1.0,3.0,6.0,2.0,A ,25280.0,73220.0,I,C,1,73220.0,25280.0,4.0,0.0,5.0,E,928.0,1290.0,1920.0,19148,39.92262439690463,75.15463738556849,126400.0
B,3.0,5.0,8.0,3.0,A ,40020.0,19040.0,I,C,1,19040.0,40020.0,4.0,1.0,4.0,E,3152.0,1920.0,1925.0,19144,40.05148518347935,75.17512095594661,200100.0
A,1.0,3.0,6.0,2.0,A ,26720.0,31720.0,I,C,1,31720.0,26720.0,4.0,0.0,4.0,E,824.0,1120.0,1920.0,19148,39.92343610602288,75.15526600895554,133600.0
A,1.0,2.0,5.0,2.0,A ,24960.0,55540.0,I,D,1,55540.0,24960.0,5.0,0.0,5.0,E,644.0,728.0,1905.0,19148,39.92229960142893,75.1490481180663,124800.0
B,1.0,3.0,6.0,2.0,A ,35280.0,33720.0,I,H,1,33720.0,35280.0,4.0,1.0,4.0,E,1641.0,1084.0,1945.0,19150,40.07196393838847,75.16395078486046,176400.0
B,1.0,3.0,6.0,2.0,A ,0.0,61420.0,I,D,1,61420.0,0.0,4.0,0.0,5.0,E,1215.0,1005.0,1905.0,19141,40.05077396916823,75.15216269835983,67900.0
A,1.0,3.0,6.0,2.0,A ,24960.0,53880.0,I,C,1,53880.0,24960.0,5.0,0.0,5.0,E,930.0,1212.0,1925.0,19148,39.91279766915168,75.1589884793216,124800.0
A,1.0,3.0,6.0,2.0,A ,23880.0,64520.0,I,C,1,64520.0,23880.0,5.0,0.0,5.0,E,700.0,962.0,1920.0,19148,39.91579424002098,75.1516301977234,119400.0
N,1.0,3.0,6.0,2.0,A ,0.0,22160.0,I,D,1,22160.0,0.0,4.0,0.0,3.0,E,672.0,1036.0,1915.0,19132,39.9934233989874,75.1591761150866,98700.0
A,2.0,3.0,6.0,2.0,A ,63380.0,45100.0,I,A,1,45100.0,63380.0,2.0,0.0,2.0,E,776.0,1136.0,1905.0,19147,39.93101804732375,75.16552168217123,316900.0
A,3.0,2.0,5.0,2.0,A ,56000.0,68460.0,I,A,1,68460.0,56000.0,2.0,0.0,2.0,E,728.0,948.0,1920.0,19145,39.932018385776594,75.18560957140906,280000.0
H,1.0,3.0,6.0,2.0,A ,41780.0,76720.0,I,C,1,76720.0,41780.0,5.0,0.0,5.0,E,1163.0,1350.0,1915.0,19148,39.92903801820914,75.1560175589533,208900.0
A,1.0,3.0,6.0,2.0,A ,38500.0,55820.0,I,H,1,55820.0,38500.0,5.0,1.0,4.0,E,1710.0,1260.0,1950.0,19150,40.07596105587705,75.16933106450533,192500.0
A,2.0,3.0,6.0,2.0,A ,33820.0,73060.0,I,H,1,73060.0,33820.0,4.0,1.0,4.0,E,1559.0,1066.0,1950.0,19150,40.06880460336543,75.17079104589187,169100.0
A,1.0,3.0,6.0,2.0,E ,52240.0,19160.0,I,C,1,19160.0,52240.0,4.0,0.0,4.0,E,2213.0,1450.0,1950.0,19148,39.90999386705382,75.17207621077637,261200.0
A,2.0,3.0,6.0,2.0,A ,35580.0,73060.0,I,H,1,73060.0,35580.0,4.0,1.0,4.0,E,1552.0,1062.0,1950.0,19150,40.06891179129628,75.1706863227287,177900.0
A,1.0,3.0,6.0,1.0,A ,43560.0,75900.0,I,D,1,75900.0,43560.0,4.0,1.0,4.0,E,3071.0,1140.0,1950.0,19150,40.06901981589386,75.17993329229176,217800.0
B,2.0,5.0,9.0,3.0,E ,54720.0,82620.0,I,C,1,82620.0,54720.0,4.0,0.0,6.0,A,5150.0,2280.0,1925.0,19119,40.04671188629813,75.19347129352292,273600.0
A,2.0,3.0,6.0,2.0,A ,37180.0,72200.0,I,H,1,72200.0,37180.0,4.0,1.0,4.0,E,1752.0,1110.0,1950.0,19150,40.06620943037857,75.16864549720657,185900.0
B,1.0,3.0,6.0,2.0,E ,77860.0,25800.0,I,D,1,25800.0,77860.0,4.0,0.0,4.0,E,3165.0,1769.0,1925.0,19119,40.055968309509765,75.19354597815956,389300.0
A,1.0,3.0,6.0,2.0,A ,34300.0,43640.0,I,D,1,43640.0,34300.0,4.0,1.0,4.0,E,1499.0,1100.0,1950.0,19150,40.06630704916656,75.16899589114938,171500.0
B,1.0,4.0,7.0,2.0,E ,91180.0,81880.0,I,D,1,81880.0,91180.0,4.0,2.0,4.0,A,5900.0,1753.0,1925.0,19119,40.04334877725705,75.19828797420304,455900.0
A,1.0,3.0,6.0,2.0,A ,30720.0,18780.0,I,D,1,18780.0,30720.0,4.0,0.0,4.0,E,1741.0,1086.0,1950.0,19138,40.06597630380784,75.15341196172072,153600.0
A,2.0,3.0,6.0,2.0,A ,37720.0,84640.0,I,H,1,84640.0,37720.0,4.0,1.0,4.0,E,1648.0,1164.0,1950.0,19150,40.06896275856719,75.16865122534277,188600.0
B,2.0,4.0,7.0,3.0,E ,48220.0,81600.0,I,D,1,81600.0,48220.0,4.0,0.0,4.0,E,11000.0,2950.0,1920.0,19144,40.04913432784955,75.17420069494669,241100.0
A,1.0,3.0,6.0,2.0,A ,41080.0,73060.0,I,D,1,73060.0,41080.0,4.0,1.0,4.0,E,1853.0,1302.0,1950.0,19150,40.068654439348045,75.17026186161682,205400.0
A,1.0,3.0,6.0,2.0,A ,48000.0,76780.0,I,A,1,76780.0,48000.0,4.0,0.0,2.0,E,681.0,1048.0,1920.0,19146,39.93337890961324,75.18582593564003,240000.0
H,1.0,3.0,6.0,2.0,A ,33260.0,23440.0,I,C,1,23440.0,33260.0,5.0,0.0,5.0,E,672.0,864.0,1920.0,19147,39.93118628498231,75.16676039745855,166300.0
N,1.0,3.0,6.0,2.0,A ,44980.0,28440.0,I,K,1,28440.0,44980.0,4.0,0.0,4.0,E,1600.0,1432.0,1920.0,19131,39.98756545738838,75.23430681978456,224900.0
A,2.0,3.0,6.0,2.0,A ,40980.0,83340.0,I,H,1,83340.0,40980.0,4.0,1.0,4.0,E,2024.0,1486.0,1950.0,19150,40.07560594795088,75.17306994282366,204900.0
A,2.0,3.0,6.0,2.0,A ,40120.0,69800.0,I,H,1,69800.0,40120.0,4.0,0.0,4.0,E,2714.0,1188.0,1950.0,19150,40.06856109964091,75.16631365206358,200600.0
A,1.0,3.0,6.0,2.0,A ,43680.0,69100.0,I,H,1,69100.0,43680.0,3.0,1.0,4.0,E,2001.0,1270.0,1950.0,19150,40.07197093179547,75.18004751738576,218400.0
A,1.0,3.0,6.0,2.0,A ,2588.52,67860.0,I,C,1,67860.0,2588.52,4.0,0.0,5.0,E,912.0,992.0,1925.0,19142,39.93254082532829,75.23188144734061,44400.0
B,1.0,2.0,5.0,3.0,5 ,29920.0,84160.0,I,D,1,84160.0,29920.0,4.0,0.0,4.0,E,1890.0,1575.0,1920.0,19138,40.04542642627655,75.15793974067738,149600.0
A,1.0,3.0,6.0,2.0,A ,31620.0,87900.0,I,C,1,87900.0,31620.0,4.0,0.0,4.0,E,960.0,1494.0,1920.0,19148,39.92176017625678,75.15498975517868,158100.0
A,2.0,3.0,6.0,2.0,A ,40000.0,76880.0,I,H,1,76880.0,40000.0,4.0,1.0,4.0,E,2679.0,1224.0,1950.0,19150,40.080596715527705,75.17799621576367,200000.0
A,2.0,3.0,6.0,2.0,A ,33280.0,76880.0,I,H,1,76880.0,33280.0,4.0,0.0,4.0,E,1544.0,1088.0,1950.0,19150,40.08131100034392,75.17924916087152,166400.0
A,2.0,3.0,6.0,2.0,A ,45160.0,73060.0,I,H,1,73060.0,45160.0,4.0,1.0,4.0,E,2871.0,1474.0,1950.0,19150,40.06644075510562,75.1731460359391,225800.0
A,2.0,3.0,6.0,2.0,A ,35000.0,77220.0,I,H,1,77220.0,35000.0,4.0,1.0,4.0,E,2050.0,1050.0,1950.0,19150,40.07013277912572,75.16612432589476,175000.0
A,2.0,4.0,10.0,1.0,A ,136120.0,12160.0,C,A,1,12160.0,136120.0,2.0,2.0,2.0,E,34928.0,4150.0,1970.0,19119,40.04580597125685,75.20840349875178,680600.0
B,1.0,3.0,6.0,1.0,A ,35400.0,68720.0,I,H,1,68720.0,35400.0,5.0,1.0,4.0,E,2613.0,1609.0,1915.0,19138,40.050935167712815,75.1628129533061,177000.0
A,1.0,3.0,6.0,2.0,A ,26060.0,40360.0,I,C,1,40360.0,26060.0,5.0,0.0,5.0,E,653.0,970.0,1925.0,19148,39.92094423185685,75.14968987467786,130300.0
A,2.0,3.0,6.0,2.0,A ,38340.0,69800.0,I,H,1,69800.0,38340.0,4.0,1.0,4.0,E,1843.0,1172.0,1950.0,19150,40.07019224015438,75.1691599727428,191700.0
A,1.0,3.0,6.0,2.0,A ,29040.0,76880.0,I,D,1,76880.0,29040.0,4.0,0.0,4.0,E,938.0,1038.0,1950.0,19150,40.07138539119126,75.16245021208736,145200.0
G,1.0,3.0,6.0,2.0,A ,83920.0,68820.0,I,K,1,68820.0,83920.0,4.0,0.0,4.0,E,2220.0,1400.0,1925.0,19118,40.0712783882444,75.20310659944194,419600.0
A,1.0,3.0,6.0,2.0,A ,45160.0,73060.0,I,H,1,73060.0,45160.0,4.0,1.0,4.0,E,2591.0,1474.0,1950.0,19150,40.06706802474737,75.17250319598236,225800.0
A,2.0,4.0,10.0,2.0,A ,40540.0,69800.0,I,H,2,69800.0,40540.0,4.0,2.0,4.0,E,2734.0,1584.0,1950.0,19150,40.06936553314486,75.16771672396803,202700.0
A,1.0,3.0,6.0,2.0,A ,34500.0,16280.0,I,G,1,16280.0,34500.0,5.0,1.0,4.0,E,1449.0,1164.0,1950.0,19150,40.08085255730852,75.1742489273019,172500.0
B,1.0,3.0,6.0,2.0,A ,35640.0,16280.0,I,F,1,16280.0,35640.0,5.0,1.0,4.0,E,1447.0,1382.0,1925.0,19150,40.074100070924594,75.16328889709622,178200.0
A,2.0,3.0,6.0,3.0,C ,132000.0,70780.0,0,K,1,70780.0,132000.0,1.0,1.0,1.0,A,891.0,1890.0,2021.0,19125,39.96878352047496,75.12954382792604,660000.0
B,1.0,3.0,6.0,2.0,A ,36980.0,69800.0,I,I,1,69800.0,36980.0,4.0,1.0,4.0,E,1544.0,1208.0,1950.0,19150,40.07697438986752,75.18161959040896,184900.0
H,1.0,3.0,6.0,2.0,A ,6380.0,11800.0,I,C,1,11800.0,6380.0,7.0,0.0,7.0,E,976.0,1344.0,1925.0,19143,39.93359817730087,75.22463863617932,31900.0
A,1.0,3.0,6.0,2.0,A ,47800.0,73060.0,I,D,1,73060.0,47800.0,4.0,1.0,4.0,E,2502.0,1490.0,1950.0,19150,40.06741480815669,75.17146508799289,239000.0
A,2.0,3.0,7.0,1.0,A ,142000.0,12160.0,I,C,1,12160.0,142000.0,4.0,2.0,4.0,B,21604.0,2383.0,1925.0,19119,40.04921047385278,75.20673983461023,710000.0
A,1.0,3.0,6.0,2.0,A ,45160.0,73060.0,I,H,1,73060.0,45160.0,4.0,1.0,4.0,E,2574.0,1474.0,1950.0,19150,40.067392103984886,75.17218518180162,225800.0
A,2.0,3.0,6.0,2.0,A ,37420.0,15520.0,I,D,1,15520.0,37420.0,4.0,1.0,4.0,E,1600.0,1152.0,1950.0,19150,40.06769455903,75.1680154557378,187100.0
A,1.0,3.0,6.0,2.0,A ,30200.0,73100.0,I,C,1,73100.0,30200.0,5.0,0.0,5.0,E,741.0,838.0,1920.0,19145,39.91438214351655,75.17564186588191,151000.0
A,1.0,3.0,6.0,2.0,A ,25020.0,73220.0,I,C,1,73220.0,25020.0,5.0,0.0,5.0,E,928.0,1260.0,1920.0,19148,39.92261681838696,75.15458129565492,125100.0
A,2.0,3.0,6.0,3.0,C ,143000.0,70780.0,I,K,1,70780.0,143000.0,1.0,1.0,1.0,A,1241.0,2199.0,2021.0,19125,39.968938804694375,75.12902804813002,715000.0
A,1.0,3.0,6.0,2.0,A ,35260.0,17460.0,I,D,1,17460.0,35260.0,4.0,1.0,4.0,E,1225.0,1456.0,1930.0,19138,40.06905710808433,75.15281150741413,176300.0
A,2.0,3.0,6.0,3.0,C ,140000.0,70780.0,I,K,1,70780.0,140000.0,1.0,1.0,1.0,A,1195.0,2352.0,2021.0,19125,39.96891656765418,75.12910202208636,700000.0
H,1.0,4.0,7.0,2.0,A ,50720.0,67780.0,I,C,1,67780.0,50720.0,5.0,0.0,5.0,E,1882.0,1788.0,1915.0,19147,39.93179373230527,75.15817397898107,253600.0
A,1.0,3.0,6.0,2.0,A ,39940.0,73060.0,I,D,1,73060.0,39940.0,4.0,0.0,4.0,E,1845.0,1296.0,1950.0,19150,40.06813744964919,75.17076788638728,199700.0
G,4.0,4.0,12.0,2.0,E ,342180.0,71740.0,C,F,1,71740.0,342180.0,4.0,2.0,4.0,B,44893.0,9248.0,1904.0,19118,40.07105623148769,75.2133501768961,1710900.0
A,2.0,3.0,6.0,2.0,A ,36640.0,69800.0,I,H,1,69800.0,36640.0,4.0,1.0,4.0,E,1968.0,1172.0,1950.0,19150,40.06935825919839,75.16870598559332,183200.0
A,2.0,3.0,6.0,2.0,A ,45160.0,73060.0,I,H,1,73060.0,45160.0,4.0,1.0,4.0,E,2896.0,1474.0,1950.0,19150,40.06621947798111,75.17336015309745,225800.0
A,2.0,3.0,6.0,2.0,A ,38340.0,69800.0,I,H,1,69800.0,38340.0,4.0,1.0,4.0,E,1992.0,1150.0,1950.0,19150,40.06850758658937,75.16723986226691,191700.0
A,1.0,3.0,6.0,2.0,A ,39600.0,73060.0,I,D,1,73060.0,39600.0,5.0,0.0,4.0,E,2699.0,1296.0,1950.0,19150,40.06917486872221,75.16975510948257,198000.0
A,1.0,3.0,6.0,2.0,A ,35800.0,16280.0,I,G,1,16280.0,35800.0,5.0,1.0,4.0,E,1442.0,1126.0,1950.0,19150,40.08028559583555,75.17408212038536,179000.0
N,1.0,3.0,6.0,2.0,A ,13589.0,88070.0,I,D,3,88070.0,13589.0,4.0,0.0,4.0,E,1848.0,1535.0,1925.0,19141,40.04149914391789,75.14588120023326,137100.0
A,1.0,3.0,6.0,2.0,F ,63100.0,47810.0,I,C,1,47810.0,63100.0,4.0,1.0,4.0,E,3085.0,1660.0,1900.0,19144,40.03263349330411,75.19281837965879,315500.0
B,1.0,3.0,6.0,2.0,A ,35640.0,33720.0,I,H,1,33720.0,35640.0,3.0,1.0,4.0,E,1757.0,1090.0,1945.0,19150,40.071660668489535,75.16439876955113,178200.0
A,2.0,3.0,6.0,2.0,A ,35500.0,15520.0,I,D,1,15520.0,35500.0,5.0,1.0,4.0,E,1600.0,1152.0,1950.0,19150,40.06745918877167,75.16759969879594,177500.0
A,2.0,3.0,6.0,3.0,C ,140000.0,70780.0,I,N,1,70780.0,140000.0,1.0,1.0,1.0,A,1056.0,2199.0,2021.0,19125,39.96884989578431,75.1293240967162,700000.0
B,1.0,3.0,6.0,2.0,A ,30480.0,73360.0,I,D,1,73360.0,30480.0,4.0,1.0,4.0,E,1936.0,1250.0,1925.0,19138,40.06669716222255,75.15476701303292,152400.0
A,2.0,3.0,6.0,2.0,A ,36680.0,69800.0,I,H,1,69800.0,36680.0,4.0,1.0,4.0,E,1979.0,1172.0,1950.0,19150,40.06965076328255,75.16921757260683,183400.0
H,2.0,3.0,6.0,3.0,A ,40380.0,38660.0,I,C,1,38660.0,40380.0,4.0,0.0,5.0,E,800.0,1296.0,1920.0,19147,39.930112488365374,75.16024618925807,201900.0
H,2.0,4.0,7.0,3.0,A ,44420.0,38660.0,I,C,1,38660.0,44420.0,4.0,0.0,5.0,E,816.0,1608.0,1920.0,19147,39.93012094304453,75.16030218578804,222100.0
A,2.0,3.0,6.0,2.0,A ,46680.0,72200.0,I,D,1,72200.0,46680.0,4.0,1.0,4.0,E,2600.0,1600.0,1950.0,19150,40.06352166998688,75.17125775182485,233400.0
B,2.0,3.0,6.0,2.0,A ,35500.0,15520.0,I,D,1,15520.0,35500.0,4.0,1.0,4.0,E,1600.0,1152.0,1950.0,19150,40.06740599044927,75.16750973591022,177500.0
A,2.0,3.0,6.0,2.0,A ,37220.0,15520.0,I,D,1,15520.0,37220.0,4.0,0.0,4.0,E,1600.0,1152.0,1950.0,19150,40.06772163651265,75.16806202480002,186100.0
A,1.0,3.0,6.0,2.0,A ,6400.0,38300.0,I,C,1,38300.0,6400.0,4.0,0.0,4.0,E,1104.0,992.0,1925.0,19142,39.92314044338614,75.23242413273151,32100.0
A,2.0,3.0,6.0,2.0,A ,37760.0,84640.0,I,H,1,84640.0,37760.0,4.0,1.0,4.0,E,1658.0,1164.0,1950.0,19150,40.069410945463815,75.16943894123251,188800.0
B,2.0,3.0,6.0,2.0,A ,43280.0,15520.0,I,D,1,15520.0,43280.0,4.0,0.0,4.0,E,3560.0,1406.0,1950.0,19150,40.06733017460797,75.16740340470301,216400.0
B,1.0,3.0,6.0,2.0,A ,27620.0,21400.0,I,H,1,21400.0,27620.0,4.0,1.0,4.0,E,1152.0,1404.0,1908.0,19141,40.03489790620824,75.14676038019164,138100.0
A,2.0,4.0,7.0,1.0,A ,107640.0,57395.0,C,E,1,57395.0,107640.0,4.0,2.0,4.0,A,11158.0,1935.0,1970.0,19119,40.04342154951421,75.20672946024713,538200.0
A,2.0,3.0,6.0,2.0,A ,37720.0,84640.0,I,H,1,84640.0,37720.0,4.0,1.0,4.0,E,1648.0,1164.0,1950.0,19150,40.069519218463,75.16962429014208,188600.0
A,1.0,3.0,6.0,3.0,A ,42140.0,33740.0,A,C,1,33740.0,42140.0,4.0,0.0,4.0,E,1038.0,1778.0,1915.0,19146,39.93767717544155,75.17820099814153,210700.0
A,1.0,3.0,6.0,2.0,A ,31260.0,33720.0,I,H,1,33720.0,31260.0,4.0,1.0,4.0,E,1939.0,1222.0,1950.0,19138,40.06795970051223,75.15786333886378,156300.0
A,2.0,3.0,6.0,3.0,A ,92800.0,63620.0,I,K,1,63620.0,92800.0,1.0,2.0,1.0,E,698.0,1823.0,2020.0,19128,40.03720444039154,75.2245296178614,464300.0
A,2.0,3.0,6.0,3.0,A ,92800.0,63620.0,I,G,1,63620.0,92800.0,1.0,2.0,1.0,A,698.0,1823.0,2020.0,19128,40.03711451468139,75.22445761932555,464300.0
A,2.0,3.0,6.0,3.0,A ,92800.0,63620.0,I,K,1,63620.0,92800.0,1.0,2.0,1.0,E,698.0,1823.0,2020.0,19128,40.03693459317742,75.22431326908905,464300.0
A,3.0,3.0,7.0,3.0,B ,188100.0,76720.0,I,K,1,76720.0,188100.0,1.0,2.0,1.0,A,1468.0,3201.0,2021.0,19148,39.92792894167793,75.15013715524269,940500.0
A,2.0,3.0,6.0,2.0,5 ,111400.0,63280.0,I,B,1,63280.0,111400.0,2.0,0.0,2.0,E,7527.0,2063.0,1892.0,19144,40.03707935185301,75.18404076099051,557000.0
A,2.0,3.0,6.0,1.0,4 ,166000.0,19160.0,A,K,1,19160.0,166000.0,1.0,0.0,1.0,B,1.0,2030.0,2022.0,19107,39.94650823809709,75.16444115806993,2075000.0
A,3.0,4.0,12.0,3.0,B ,220000.0,68568.0,0,K,1,68568.0,220000.0,1.0,2.0,1.0,B,1012.0,4244.0,2021.0,19125,39.97020595481741,75.11718311555086,1100000.0
A,3.0,3.0,6.0,1.0,3 ,150000.0,76960.0,I,E,1,76960.0,150000.0,1.0,1.0,1.0,A,2311.0,2720.0,2021.0,19128,40.02549259198159,75.21776155367827,750000.0
A,2.0,3.0,6.0,3.0,A ,92800.0,63620.0,I,K,1,63620.0,92800.0,1.0,2.0,1.0,E,698.0,1823.0,2020.0,19128,40.03697957244524,75.22434935661835,464300.0
B,2.0,4.0,10.0,1.0,E ,146760.0,16720.0,C,C,1,16720.0,146760.0,4.0,3.0,4.0,B,162971.0,6702.0,1925.0,19118,40.08108242716285,75.22401571534469,733800.0
A,3.0,4.0,12.0,4.0,B ,220000.0,71226.0,0,N,1,71226.0,220000.0,1.0,2.0,1.0,B,875.0,3843.0,2021.0,19125,39.96981290628007,75.11841964252126,1100000.0
A,2.0,3.0,6.0,3.0,C ,140000.0,70780.0,I,N,1,70780.0,140000.0,1.0,1.0,1.0,A,1149.0,2199.0,2021.0,19125,39.96889437450748,75.12917606573217,700000.0
