type_heater,number_of_bathrooms,number_of_bedrooms,number_of_rooms,number_stories,general_construction,taxable_land,street_code,view_type,basements,category_code,street_code,taxable_land,exterior_condition,garage_spaces,interior_condition,parcel_shape,total_area,total_livable_area,year_built,zip_code,lat,lng,market_value
A,1.0,3.0,6.0,2.0,3 ,84080.0,32580.0,I,C,1,32580.0,84080.0,3.0,1.0,3.0,E,2468.0,1898.0,1925.0,19125,39.97310387995683,75.12904260253057,420400.0
A,2.0,3.0,6.0,3.0,A ,167900.0,21600.0,I,G,1,21600.0,167900.0,2.0,0.0,2.0,E,1179.0,2121.0,1915.0,19147,39.93638833010841,75.15430336147111,839500.0
A,1.0,3.0,6.0,2.0,A ,57400.0,63010.0,I,E,1,63010.0,57400.0,4.0,1.0,3.0,A,1555.0,1184.0,1960.0,19128,40.03379565322336,75.21099081232246,287000.0
B,2.0,4.0,8.0,3.0,E ,130400.0,13080.0,I,C,1,13080.0,130400.0,3.0,1.0,2.0,E,7639.0,2775.0,1925.0,19119,40.06499517280589,75.18495304509516,652100.0
A,3.0,3.0,7.0,3.0,3 ,76600.0,48860.0,I,A,1,48860.0,76600.0,1.0,0.0,1.0,E,840.0,1852.0,2020.0,19121,39.98107147761436,75.1685901605821,383300.0
B,3.0,3.0,6.0,2.0,A ,74300.0,81100.0,I,C,1,81100.0,74300.0,4.0,1.0,4.0,E,14520.0,2535.0,1930.0,19128,40.02768523912035,75.20673649790932,371500.0
A,2.0,4.0,12.0,2.0,A ,99600.0,63900.0,I,A,1,63900.0,99600.0,1.0,0.0,1.0,E,608.0,2480.0,2023.0,19121,39.97508689048311,75.18106730612107,499000.0
A,2.0,3.0,6.0,2.0,A ,55360.0,62820.0,I,C,1,62820.0,55360.0,2.0,0.0,2.0,E,843.0,1547.0,1920.0,19125,39.97134869499976,75.12888461529093,276800.0
B,2.0,3.0,6.0,2.0,C ,70520.0,40600.0,I,A,1,40600.0,70520.0,4.0,1.0,3.0,A,6526.0,1657.0,1920.0,19128,40.04486898175814,75.23461630346827,352600.0
A,3.0,4.0,8.0,1.0,3 ,180400.0,68814.0,I,K,1,68814.0,180400.0,1.0,2.0,1.0,E,1035.0,3680.0,2021.0,19127,40.02719857058774,75.22866530514129,1270500.0
N,1.0,5.0,10.0,3.0,3 ,41000.0,46200.0,I,B,1,46200.0,41000.0,2.0,0.0,2.0,E,3246.0,3336.0,1905.0,19144,40.04634473319843,75.18136346611283,205000.0
A,2.0,3.0,6.0,2.0,A ,68000.0,83580.0,I,A,1,83580.0,68000.0,2.0,0.0,2.0,E,550.0,912.0,1920.0,19122,39.9779830370244,75.13500102218906,340000.0
A,1.0,3.0,6.0,2.0,A ,26880.0,83960.0,I,C,1,83960.0,26880.0,4.0,0.0,4.0,E,618.0,1046.0,1920.0,19148,39.92248933825958,75.16074778299131,134400.0
A,4.0,4.0,7.0,1.0,3 ,103100.0,44920.0,I,A,1,44920.0,103100.0,1.0,0.0,1.0,E,896.0,1984.0,2020.0,19121,39.97489847162,75.16593684600815,515800.0
B,1.0,3.0,6.0,2.0,A ,22120.0,88190.0,I,D,1,88190.0,22120.0,4.0,0.0,4.0,E,1290.0,1180.0,1925.0,19138,40.04662419727754,75.1554380168434,110600.0
A,2.0,3.0,6.0,3.0,C ,80000.0,54680.0,I,A,1,54680.0,80000.0,1.0,2.0,1.0,E,280.0,1809.0,2021.0,19148,39.92616859049122,75.15716855561816,533500.0
B,1.0,3.0,6.0,2.0,H ,84640.0,49440.0,I,C,1,49440.0,84640.0,4.0,0.0,2.0,E,2600.0,1840.0,1925.0,19128,40.02601728785574,75.21466375200161,423200.0
A,3.0,3.0,6.0,2.0,A ,85300.0,68280.0,I,A,1,68280.0,85300.0,1.0,0.0,1.0,A,2811.0,1920.0,2020.0,19128,40.04685285174168,75.23510416770303,426800.0
B,1.0,3.0,6.0,2.0,A ,37140.0,78060.0,I,H,1,78060.0,37140.0,4.0,1.0,4.0,A,1768.0,1380.0,1929.0,19138,40.069624587260925,75.15387015011731,185700.0
A,2.0,3.0,6.0,2.0,A ,7000.0,67940.0,I,C,2,67940.0,7000.0,4.0,0.0,4.0,E,930.0,1216.0,1920.0,19142,39.93195532177944,75.23031670156432,35000.0
A,3.0,3.0,6.0,3.0,E ,86500.0,73120.0,I,A,1,73120.0,86500.0,4.0,0.0,2.0,A,1210.0,1625.0,1920.0,19127,40.03243295621088,75.23069050987948,432500.0
A,1.0,2.0,6.0,2.0,A ,67060.0,81780.0,I,A,1,81780.0,67060.0,3.0,0.0,2.0,E,700.0,1160.0,1920.0,19148,39.92691197127636,75.15493666088268,335300.0
B,1.0,3.0,6.0,2.0,E ,55560.0,68400.0,I,C,1,68400.0,55560.0,4.0,0.0,3.0,E,1112.0,1470.0,1910.0,19128,40.019734483109815,75.20775431188787,277800.0
G,2.0,6.0,10.0,3.0,E ,120540.0,56960.0,I,C,1,56960.0,120540.0,2.0,3.0,2.0,E,6900.0,3020.0,1925.0,19118,40.07063626029103,75.19725224961326,602700.0
A,1.0,3.0,5.0,2.0,A ,16680.0,60280.0,I,C,1,60280.0,16680.0,4.0,0.0,3.0,E,722.0,1032.0,1920.0,19145,39.92808525635664,75.18138302569982,83400.0
A,2.0,3.0,6.0,3.0,A ,47000.0,53280.0,I,A,1,53280.0,47000.0,4.0,0.0,2.0,E,836.0,2088.0,1925.0,19146,39.93598267747187,75.171133484168,235000.0
A,3.0,3.0,6.0,2.0,A ,64000.0,68460.0,I,A,1,68460.0,64000.0,2.0,0.0,2.0,E,708.0,1120.0,1920.0,19145,39.92975598394421,75.18570625545622,320000.0
A,2.0,3.0,6.0,2.0,A ,119800.0,68280.0,I,E,1,68280.0,119800.0,1.0,1.0,1.0,A,10576.0,2716.0,2021.0,19128,40.045733660627896,75.23470494079457,599400.0
H,1.0,3.0,6.0,2.0,B ,22900.0,87940.0,I,C,1,87940.0,22900.0,4.0,0.0,4.0,E,882.0,1040.0,1920.0,19148,39.91819462546245,75.15901152603618,114500.0
A,1.0,2.0,5.0,2.0,A ,54820.0,33360.0,I,A,1,33360.0,54820.0,4.0,0.0,2.0,E,1073.0,906.0,1960.0,19128,40.036138988059626,75.22473862355866,274100.0
A,2.0,2.0,5.0,2.0,B ,40900.0,15440.0,I,A,1,15440.0,40900.0,2.0,0.0,2.0,E,659.0,980.0,1923.0,19145,39.93260164577567,75.18894292468299,204500.0
A,2.0,3.0,6.0,3.0,A ,128020.0,21900.0,I,A,1,21900.0,128020.0,2.0,0.0,2.0,E,800.0,1680.0,1915.0,19147,39.940489484282985,75.16473861055917,640100.0
A,2.0,2.0,5.0,2.0,A ,79860.0,54680.0,I,A,1,54680.0,79860.0,4.0,0.0,2.0,E,672.0,998.0,1925.0,19148,39.927499896726175,75.16723055906486,399300.0
G,2.0,3.0,7.0,2.0,A ,88160.0,31280.0,I,H,1,31280.0,88160.0,4.0,1.0,3.0,A,3951.0,2050.0,1955.0,19119,40.05086507471433,75.19547532881312,440800.0
A,1.0,2.0,5.0,2.0,A ,41940.0,34480.0,I,C,1,34480.0,41940.0,2.0,0.0,2.0,E,587.0,980.0,1920.0,19125,39.97113249785571,75.12900889174195,209700.0
A,2.0,3.0,8.0,3.0,1 ,136700.0,81100.0,I,A,1,81100.0,136700.0,1.0,0.0,1.0,E,4260.0,2328.0,2019.0,19128,40.027439655431465,75.20760021059736,683600.0
A,1.0,3.0,6.0,3.0,A ,34620.0,31720.0,I,C,1,31720.0,34620.0,4.0,0.0,3.0,E,588.0,1260.0,1940.0,19148,39.92383613236003,75.15844943568668,173100.0
H,1.0,3.0,6.0,2.0,A ,11240.0,47780.0,I,J,1,47780.0,11240.0,4.0,1.0,5.0,E,1267.0,1088.0,1920.0,19143,39.93517422687571,75.22611568925723,56200.0
A,2.0,3.0,6.0,2.0,A ,65480.0,63010.0,I,A,1,63010.0,65480.0,4.0,0.0,2.0,E,1899.0,1184.0,1960.0,19128,40.03438077918794,75.21099491084877,327400.0
A,1.0,2.0,4.0,1.0,A ,51400.0,13000.0,I,K,1,13000.0,51400.0,3.0,1.0,3.0,E,1.0,826.0,2007.0,19107,39.95378224138957,75.15412688459631,322000.0
A,3.0,3.0,6.0,2.0,A ,66000.0,18280.0,I,A,1,18280.0,66000.0,3.0,0.0,2.0,E,840.0,1326.0,1925.0,19146,39.93646032500671,75.1826218067303,330000.0
A,1.0,3.0,6.0,2.0,A ,41700.0,68640.0,I,A,1,68640.0,41700.0,4.0,0.0,4.0,E,996.0,1280.0,1920.0,19148,39.91882998481539,75.15505908191595,208500.0
H,1.0,3.0,6.0,2.0,A ,19420.0,69260.0,I,K,1,69260.0,19420.0,2.0,0.0,2.0,E,901.0,1472.0,1930.0,19134,39.99387042791484,75.12086332657307,97100.0
A,2.0,3.0,6.0,2.0,A ,102220.0,83180.0,I,A,1,83180.0,102220.0,2.0,0.0,2.0,E,880.0,1440.0,1920.0,19147,39.93181295089966,75.16483375547317,511100.0
A,3.0,4.0,7.0,3.0,1 ,98000.0,33240.0,I,A,1,33240.0,98000.0,1.0,0.0,1.0,E,619.0,1425.0,2019.0,19122,39.9839383658413,75.14355053778635,338000.0
A,2.0,4.0,12.0,3.0,B ,88360.0,40780.0,I,A,1,40780.0,88360.0,1.0,0.0,1.0,E,784.0,1761.0,2022.0,19130,39.97453321577671,75.1863377342807,441800.0
A,4.0,4.0,7.0,1.0,3 ,249000.0,26140.0,I,E,1,26140.0,249000.0,1.0,1.0,1.0,E,1840.0,3096.0,2020.0,19128,40.03401777763053,75.22703242113795,1245000.0
A,1.0,3.0,7.0,2.0,A ,0.0,63940.0,I,A,1,63940.0,0.0,4.0,0.0,2.0,E,980.0,986.0,1925.0,19104,39.97030921033749,75.20937197260972,78800.0
A,1.0,3.0,6.0,3.0,B ,169500.0,19400.0,I,A,1,19400.0,169500.0,1.0,0.0,1.0,E,1584.0,2468.0,2020.0,19130,39.97040114903456,75.17883683118788,847500.0
A,3.0,3.0,6.0,2.0,A ,85300.0,68280.0,I,A,1,68280.0,85300.0,1.0,0.0,1.0,A,2818.0,1920.0,2020.0,19128,40.04695370809033,75.23495293259157,426800.0
A,2.0,3.0,6.0,2.0,B ,84700.0,74550.0,I,N,1,74550.0,84700.0,3.0,1.0,3.0,A,7352.0,1848.0,1980.0,19128,40.062021945498216,75.24317735473278,423500.0
A,1.0,2.0,5.0,2.0,F ,43340.0,29580.0,I,C,1,29580.0,43340.0,4.0,0.0,4.0,E,1250.0,950.0,1930.0,19128,40.03224676457531,75.21986734923867,216700.0
A,1.0,3.0,6.0,2.0,A ,63080.0,56600.0,I,D,1,56600.0,63080.0,3.0,0.0,3.0,A,2350.0,1572.0,1920.0,19128,40.03166200641284,75.21249479089549,315400.0
A,1.0,3.0,6.0,2.0,A ,54100.0,88270.0,I,C,1,88270.0,54100.0,4.0,0.0,2.0,E,746.0,1060.0,1925.0,19145,39.929651221390586,75.18553213866328,270500.0
A,2.0,3.0,5.0,3.0,B ,76000.0,77140.0,I,A,1,77140.0,76000.0,1.0,1.0,1.0,A,1200.0,2100.0,2022.0,19134,39.98682296570343,75.09856315540912,380000.0
A,2.0,3.0,6.0,3.0,C ,113740.0,58890.0,I,A,1,58890.0,113740.0,1.0,1.0,1.0,A,3399.0,2880.0,2021.0,19145,39.91058842279352,75.18970268351472,568700.0
A,1.0,3.0,6.0,2.0,A ,31740.0,67780.0,I,A,1,67780.0,31740.0,2.0,0.0,2.0,E,1024.0,1236.0,1925.0,19146,39.93454517452839,75.18164270146433,158700.0
A,4.0,4.0,8.0,2.0,A ,11700.0,89020.0,I,E,2,89020.0,11700.0,4.0,0.0,4.0,E,1446.0,1480.0,1920.0,19142,39.93252785546482,75.2298368471237,58600.0
A,2.0,4.0,12.0,3.0,3 ,78780.0,57720.0,I,A,1,57720.0,78780.0,1.0,0.0,1.0,E,778.0,1740.0,2020.0,19121,39.97941131194381,75.18367084174436,393900.0
A,1.0,3.0,6.0,2.0,A ,39300.0,73220.0,I,A,1,73220.0,39300.0,5.0,0.0,4.0,E,992.0,1184.0,1905.0,19148,39.92194566359746,75.14924428851552,196500.0
A,2.0,3.0,7.0,3.0,C ,106700.0,54680.0,I,A,1,54680.0,106700.0,1.0,2.0,1.0,E,280.0,1809.0,2021.0,19148,39.926175868093885,75.1572239088548,533500.0
A,3.0,3.0,6.0,2.0,B ,126875.0,43480.0,I,A,1,43480.0,126875.0,1.0,0.0,1.0,A,714.0,1726.0,2020.0,19133,39.98404141265037,75.13279799865663,437500.0
A,3.0,3.0,6.0,3.0,A ,60000.0,69900.0,I,A,1,69900.0,60000.0,1.0,0.0,1.0,E,678.0,1524.0,2021.0,19134,39.98799639343271,75.1188912794881,300000.0
B,2.0,3.0,7.0,1.0,E ,63500.0,14120.0,I,E,1,14120.0,63500.0,4.0,0.0,4.0,E,8499.0,1643.0,1950.0,19128,40.05317426213626,75.23916839712909,317500.0
A,1.0,2.0,5.0,2.0,A ,67000.0,42960.0,I,A,1,42960.0,67000.0,4.0,0.0,3.0,E,602.0,1048.0,1920.0,19145,39.92767577733128,75.17822880744488,335000.0
A,1.0,3.0,6.0,2.0,A ,57960.0,63010.0,I,E,1,63010.0,57960.0,4.0,1.0,3.0,E,1885.0,1184.0,1960.0,19128,40.03433074022238,75.21108901570122,289800.0
A,3.0,3.0,6.0,3.0,A ,37800.0,49660.0,I,A,1,49660.0,37800.0,2.0,0.0,2.0,E,697.0,1662.0,1915.0,19122,39.974962809387975,75.14314580114609,189400.0
A,2.0,3.0,6.0,3.0,C ,113740.0,58890.0,I,A,1,58890.0,113740.0,1.0,1.0,1.0,E,2523.0,2880.0,2021.0,19145,39.91061596995194,75.19000406755659,568700.0
B,1.0,3.0,6.0,2.0,A ,20840.0,42100.0,I,C,1,42100.0,20840.0,4.0,0.0,4.0,E,750.0,1050.0,1915.0,19144,40.04866584037936,75.17124346632643,104200.0
A,2.0,2.0,6.0,2.0,B ,85200.0,88000.0,I,A,1,88000.0,85200.0,4.0,0.0,2.0,E,854.0,1456.0,1920.0,19148,39.926062470354,75.16207956632307,426000.0
A,2.0,3.0,7.0,3.0,C ,129680.0,35220.0,I,A,1,35220.0,129680.0,1.0,1.0,1.0,E,850.0,3185.0,2020.0,19147,39.92940608524179,75.14683078162803,648400.0
A,3.0,5.0,10.0,2.0,C ,218000.0,50480.0,I,I,1,50480.0,218000.0,1.0,2.0,1.0,A,19821.0,4065.0,2023.0,19128,40.036852533835024,75.2161219651104,218000.0
A,1.0,3.0,6.0,3.0,A ,116000.0,88060.0,I,D,1,88060.0,116000.0,2.0,0.0,2.0,E,1020.0,1767.0,1915.0,19147,39.934213961254336,75.16516682038153,575000.0
A,1.0,3.0,6.0,2.0,A ,6420.0,85680.0,I,C,1,85680.0,6420.0,4.0,0.0,4.0,E,1095.0,1260.0,1920.0,19142,39.93056902565765,75.22856930088979,32100.0
A,1.0,3.0,6.0,2.0,A ,24620.0,68640.0,I,C,1,68640.0,24620.0,4.0,0.0,4.0,E,713.0,950.0,1920.0,19148,39.91973952197619,75.16236029418573,123100.0
A,2.0,3.0,6.0,3.0,A ,82000.0,71440.0,I,D,1,71440.0,82000.0,2.0,0.0,2.0,E,700.0,1653.0,1923.0,19146,39.93545286285205,75.18201213553468,410000.0
A,2.0,3.0,6.0,3.0,E ,92000.0,42180.0,I,A,1,42180.0,92000.0,2.0,0.0,2.0,A,2052.0,2029.0,1930.0,19127,40.03236791209616,75.22895582861958,460000.0
A,2.0,4.0,8.0,2.0,F ,85600.0,75440.0,C,A,1,75440.0,85600.0,4.0,0.0,3.0,E,5000.0,2408.0,1950.0,19128,40.05428270815419,75.23949936975887,428000.0
N,13.0,11.0,30.0,3.0,A ,176400.0,88480.0,I,A,2,88480.0,176400.0,1.0,0.0,1.0,E,2000.0,4200.0,2021.0,19104,39.965638964474856,75.19309893173819,882000.0
B,1.0,3.0,6.0,2.0,A ,25880.0,31480.0,I,C,1,31480.0,25880.0,4.0,0.0,4.0,E,1536.0,1246.0,1925.0,19153,39.91251636658507,75.24466914100985,129400.0
A,3.0,3.0,6.0,3.0,3 ,120000.0,64280.0,I,N,1,64280.0,120000.0,1.0,0.0,1.0,E,511.0,1744.0,2021.0,19130,39.969171707933135,75.1657706435843,600000.0
A,3.0,6.0,11.0,3.0,E ,170540.0,50780.0,I,D,1,50780.0,170540.0,4.0,1.0,4.0,A,14000.0,5168.0,1925.0,19119,40.040132637647154,75.19228418600922,852700.0
A,3.0,3.0,6.0,3.0,H ,102800.0,77460.0,I,C,1,77460.0,102800.0,2.0,0.0,2.0,E,825.0,1260.0,1925.0,19146,39.93571622417377,75.17492502391835,514000.0
A,3.0,4.0,6.0,3.0,A ,104240.0,88140.0,I,A,1,88140.0,104240.0,2.0,0.0,2.0,E,997.0,1876.0,1925.0,19145,39.93042835337552,75.17517151510289,521200.0
A,3.0,3.0,6.0,2.0,A ,85300.0,68280.0,I,A,1,68280.0,85300.0,1.0,0.0,1.0,A,2814.0,1920.0,2020.0,19128,40.04690328631974,75.23502855348407,426800.0
A,4.0,12.0,25.0,3.0,B ,217000.0,15420.0,I,A,2,15420.0,217000.0,1.0,0.0,1.0,E,1575.0,3630.0,2019.0,19121,39.97874788070877,75.17837375509464,761500.0
A,1.0,4.0,7.0,2.0,A ,39620.0,73220.0,I,A,1,73220.0,39620.0,4.0,0.0,3.0,E,949.0,1350.0,1925.0,19148,39.92437075974505,75.16822315177808,198100.0
A,3.0,4.0,7.0,3.0,1 ,72440.0,67360.0,I,A,1,67360.0,72440.0,1.0,0.0,1.0,E,602.0,1554.0,2020.0,19122,39.98371831887037,75.14285418056323,362200.0
A,4.0,7.0,13.0,3.0,B ,110000.0,88180.0,I,A,2,88180.0,110000.0,1.0,0.0,1.0,E,1184.0,2709.0,2023.0,19146,39.93829447229459,75.17625968090056,550000.0
A,4.0,7.0,13.0,3.0,B ,110000.0,88180.0,I,A,2,88180.0,110000.0,1.0,0.0,1.0,E,1184.0,2709.0,2023.0,19146,39.93833781095555,75.17625104593454,550000.0
A,2.0,4.0,10.0,2.0,A ,38160.0,30920.0,I,H,2,30920.0,38160.0,4.0,2.0,4.0,E,2534.0,1320.0,1950.0,19150,40.08185207572281,75.17436472644984,190800.0
A,2.0,3.0,7.0,1.0,J ,153980.0,42540.0,I,C,1,42540.0,153980.0,3.0,0.0,2.0,E,4200.0,1812.0,1866.0,19118,40.07470121902611,75.20724628766455,769900.0
A,3.0,4.0,8.0,2.0,3 ,134000.0,64800.0,I,K,1,64800.0,134000.0,1.0,2.0,1.0,B,22337.0,3350.0,2021.0,19115,40.0972531293697,75.0648824509267,670000.0
A,3.0,3.0,7.0,3.0,A ,72000.0,77460.0,I,A,1,77460.0,72000.0,4.0,0.0,2.0,E,694.0,1515.0,1923.0,19146,39.93647365365954,75.18178113448396,360000.0
A,2.0,3.0,6.0,3.0,A ,141540.0,57320.0,I,A,1,57320.0,141540.0,2.0,0.0,2.0,E,900.0,2085.0,1960.0,19147,39.93455938556382,75.14800606926553,707700.0
C,1.0,3.0,6.0,2.0,A ,48180.0,76720.0,I,C,1,76720.0,48180.0,4.0,0.0,4.0,E,945.0,1192.0,1925.0,19145,39.93209910062415,75.17963608347478,240900.0
C,2.0,4.0,7.0,3.0,A ,75800.0,68960.0,C,C,1,68960.0,75800.0,3.0,0.0,3.0,E,3120.0,2256.0,1900.0,19128,40.01747139835051,75.20572176218114,379000.0
H,2.0,2.0,5.0,2.0,A ,113460.0,22860.0,I,K,1,22860.0,113460.0,4.0,1.0,4.0,E,7260.0,2520.0,1890.0,19118,40.08051207272591,75.20731829534226,567300.0
A,2.0,3.0,7.0,3.0,A ,53200.0,59800.0,I,A,1,59800.0,53200.0,2.0,0.0,2.0,E,798.0,1332.0,1920.0,19121,39.97916812439844,75.16677877416153,266400.0
A,2.0,2.0,5.0,2.0,B ,94120.0,76720.0,I,A,1,76720.0,94120.0,2.0,0.0,2.0,E,1071.0,1978.0,1925.0,19145,39.9313550489437,75.17391586625847,470600.0
A,1.0,3.0,6.0,3.0,A ,26740.0,76720.0,I,A,1,76720.0,26740.0,2.0,0.0,2.0,E,750.0,1590.0,1920.0,19145,39.93160149730047,75.17812712044667,360000.0
B,2.0,3.0,6.0,2.0,A ,83960.0,68280.0,I,A,1,68280.0,83960.0,3.0,0.0,2.0,E,6254.0,1792.0,1950.0,19128,40.04906154003898,75.23593674596368,419800.0
A,3.0,3.0,6.0,2.0,A ,85300.0,68280.0,I,A,1,68280.0,85300.0,1.0,0.0,1.0,A,2787.0,1920.0,2020.0,19128,40.04670153034076,75.2353307102111,426800.0
A,2.0,3.0,6.0,3.0,A ,30300.0,42420.0,I,A,1,42420.0,30300.0,2.0,0.0,2.0,E,420.0,1170.0,1920.0,19146,39.93334575154224,75.17007181204495,151500.0
A,2.0,3.0,6.0,3.0,A ,79660.0,53280.0,I,A,1,53280.0,79660.0,3.0,0.0,3.0,E,700.0,1638.0,1920.0,19146,39.93681386880359,75.17602667280232,398300.0
B,1.0,3.0,6.0,2.0,A ,64460.0,64100.0,I,A,1,64100.0,64460.0,4.0,0.0,3.0,E,1806.0,1329.0,1940.0,19128,40.02679831019215,75.2147733106283,322300.0
B,1.0,3.0,6.0,2.0,A ,28900.0,52940.0,I,H,1,52940.0,28900.0,5.0,0.0,4.0,E,1488.0,1536.0,1915.0,19144,40.04691240306603,75.17579907905929,144500.0
B,2.0,2.0,5.0,2.0,A ,54880.0,47020.0,I,A,1,47020.0,54880.0,4.0,0.0,2.0,E,1293.0,928.0,1920.0,19128,40.01739789286138,75.21017180166113,274400.0
B,2.0,3.0,6.0,2.0,A ,52160.0,54000.0,I,C,1,54000.0,52160.0,4.0,0.0,4.0,E,1861.0,1587.0,1900.0,19128,40.03133107287813,75.21531931477195,260800.0
A,3.0,4.0,7.0,3.0,1 ,72400.0,67360.0,I,A,1,67360.0,72400.0,1.0,0.0,1.0,E,665.0,1554.0,2020.0,19122,39.983952577315286,75.14307150424126,362200.0
B,2.0,3.0,6.0,2.0,F ,73180.0,63620.0,I,A,1,63620.0,73180.0,4.0,0.0,2.0,E,2700.0,1508.0,1935.0,19128,40.026552138364565,75.21400527145137,365900.0
A,2.0,3.0,7.0,3.0,H ,128280.0,38220.0,I,K,1,38220.0,128280.0,4.0,0.0,3.0,E,2636.0,1980.0,1890.0,19118,40.07701821351098,75.20335145553044,641400.0
A,2.0,3.0,6.0,2.0,H ,68700.0,14850.0,C,E,1,14850.0,68700.0,4.0,1.0,3.0,A,2990.0,2068.0,1986.0,19128,40.071184060932,75.24287666036952,343500.0
A,2.0,2.0,5.0,3.0,A ,86000.0,71180.0,I,A,1,71180.0,86000.0,1.0,0.0,1.0,A,344.0,1137.0,2020.0,19147,39.93837001981602,75.15771140388851,430000.0
A,2.0,3.0,6.0,3.0,A ,69520.0,40340.0,I,A,1,40340.0,69520.0,2.0,0.0,2.0,E,1698.0,1551.0,1920.0,19133,39.98397913191548,75.1355771314768,347600.0
A,2.0,3.0,6.0,2.0,A ,44840.0,75900.0,I,A,2,75900.0,44840.0,3.0,2.0,3.0,E,3744.0,1940.0,1950.0,19150,40.06921032793704,75.18050063763971,224200.0
A,2.0,4.0,8.0,2.0,3 ,134000.0,64800.0,I,K,1,64800.0,134000.0,1.0,2.0,1.0,B,25471.0,3350.0,2021.0,19115,40.096905085077566,75.06473766945588,670000.0
B,2.0,5.0,8.0,3.0,C ,72560.0,73720.0,C,C,1,73720.0,72560.0,4.0,1.0,4.0,A,11701.0,2260.0,1920.0,19128,40.06995327113686,75.24167690315696,362800.0
B,2.0,5.0,9.0,2.0,E ,109740.0,83460.0,I,C,1,83460.0,109740.0,4.0,0.0,3.0,E,3489.0,2240.0,1906.0,19118,40.07116159181396,75.1998764552743,548700.0
B,2.0,3.0,6.0,2.0,A ,37020.0,33720.0,I,D,2,33720.0,37020.0,4.0,2.0,4.0,E,3075.0,1296.0,1945.0,19150,40.07227642433054,75.1644863469382,185100.0
G,2.0,4.0,7.0,3.0,A ,56720.0,56600.0,I,C,1,56600.0,56720.0,3.0,0.0,4.0,E,2474.0,1808.0,1920.0,19128,40.030664720339104,75.21392327504624,283600.0
A,2.0,4.0,7.0,3.0,B ,141000.0,60120.0,I,A,1,60120.0,141000.0,2.0,0.0,2.0,A,1020.0,2452.0,1915.0,19125,39.97584678083741,75.12604639454707,705000.0
A,2.0,3.0,12.0,3.0,A ,90000.0,54280.0,I,A,1,54280.0,90000.0,1.0,0.0,1.0,E,900.0,2524.0,2019.0,19121,39.9778967872704,75.18407404758034,450100.0
A,1.0,3.0,6.0,2.0,A ,20560.0,53880.0,I,C,1,53880.0,20560.0,4.0,0.0,4.0,E,672.0,900.0,1925.0,19148,39.91709778270863,75.15856058531818,102800.0
H,2.0,3.0,6.0,2.0,B ,31560.0,87940.0,I,C,2,87940.0,31560.0,4.0,0.0,4.0,E,882.0,1140.0,1920.0,19148,39.9182314157673,75.15900314971665,157800.0
A,1.0,3.0,6.0,2.0,A ,8540.0,39140.0,I,F,1,39140.0,8540.0,4.0,1.0,4.0,E,1184.0,1107.0,1920.0,19142,39.91805764675336,75.22928314338705,42700.0
A,3.0,3.0,6.0,2.0,A ,84200.0,68280.0,I,A,1,68280.0,84200.0,1.0,0.0,1.0,A,2424.0,1920.0,2020.0,19128,40.04719204968493,75.2353625421809,421300.0
A,3.0,3.0,6.0,2.0,A ,85300.0,68280.0,I,A,1,68280.0,85300.0,1.0,0.0,1.0,A,2648.0,1920.0,2020.0,19128,40.04709949728367,75.23552921521369,426800.0
B,3.0,3.0,10.0,3.0,A ,131200.0,75380.0,I,C,2,75380.0,131200.0,2.0,0.0,2.0,E,4620.0,3280.0,1900.0,19128,40.01856875481585,75.20554614377033,656000.0
A,2.0,2.0,5.0,2.0,A ,25400.0,33900.0,I,A,1,33900.0,25400.0,2.0,0.0,2.0,E,658.0,900.0,1923.0,19145,39.93175996096191,75.18080384761488,309400.0
A,3.0,3.0,6.0,3.0,A ,52580.0,71440.0,I,A,1,71440.0,52580.0,2.0,0.0,2.0,E,707.0,1660.0,1920.0,19146,39.93545663609492,75.18020931762725,262900.0
A,2.0,3.0,6.0,2.0,A ,60000.0,88330.0,I,A,1,88330.0,60000.0,4.0,0.0,2.0,E,905.0,1260.0,1925.0,19145,39.93302719946245,75.18952526730342,300000.0
A,2.0,2.0,5.0,3.0,3 ,52400.0,42260.0,I,C,1,42260.0,52400.0,2.0,1.0,2.0,E,716.0,1629.0,1920.0,19125,39.97630121456002,75.1278529735509,262000.0
A,2.0,4.0,8.0,2.0,A ,70000.0,88220.0,I,A,2,88220.0,70000.0,4.0,0.0,2.0,E,960.0,1600.0,1920.0,19146,39.93313037676916,75.181432936653,350000.0
A,2.0,2.0,5.0,2.0,A ,72540.0,83180.0,I,A,1,83180.0,72540.0,4.0,0.0,2.0,E,672.0,1008.0,1920.0,19146,39.93299951292641,75.1755955813401,362700.0
A,4.0,4.0,11.0,3.0,3 ,122580.0,72000.0,I,A,1,72000.0,122580.0,1.0,0.0,1.0,E,1110.0,2904.0,2020.0,19121,39.974092654220335,75.16190141708198,612900.0
A,1.0,3.0,5.0,2.0,A ,62780.0,88270.0,I,B,1,88270.0,62780.0,2.0,0.0,2.0,E,1008.0,1238.0,1925.0,19145,39.93148810467439,75.18472308440879,313900.0
N,1.0,3.0,6.0,2.0,A ,36160.0,30780.0,I,K,1,30780.0,36160.0,4.0,0.0,2.0,E,1519.0,1046.0,1925.0,19151,39.96902174359432,75.24001236061558,180800.0
A,1.0,3.0,6.0,2.0,A ,35500.0,15520.0,I,D,1,15520.0,35500.0,4.0,1.0,4.0,E,1600.0,1152.0,1950.0,19150,40.06790559950653,75.16838525108396,177500.0
